92;Reserved;;;;;Reserved;;;
93;Reserved;;;;;Reserved;;;
94;Reserved;;;;;Reserved;;;
95;Reserved;;;;;Reserved;;;
96;Reserved;;;;;Reserved;;;
97;Reserved;;;;;Reserved;;;
98;Reserved;;;;;Reserved;;;
99;Reserved;;;;;Reserved;;;
100;Reserved;;;;;Reserved;;;
101;Reserved;;;;;Reserved;;;
102;Reserved;;;;;Reserved;;;
103;Reserved;;;;;Reserved;;;
104;HREG_AI1_TYPE;uint16;1;;Sensor type;Type of external sensor in AI1.;Sensor type;;
105;HREG_AI2_TYPE;uint16;1;;Sensor type;Type of external sensor in AI2.;Sensor type;;
106;HREG_AI3_TYPE;uint16;1;;Sensor type;Type of external sensor in AI3.;Sensor type;;
107;HREG_AI4_TYPE;uint16;1;;Sensor type;Type of external sensor in AI4.;Sensor type;;
108;HREG_AI5_TYPE;uint16;1;;Sensor type;Type of external sensor in AI5.;Sensor type;;
109;HREG_AI6_TYPE;uint16;1;;Sensor type;Type of external sensor in AI6.;Sensor type;;
110;HREG_AI1_VL;uint16;10;0 - 100;Voltage low;AI1 voltage low;Voltage low;Input signal lower limit;
111;HREG_AI2_VL;uint16;10;0 - 100;Voltage low;AI2 voltage low;Voltage low;Input signal lower limit;
112;HREG_AI3_VL;uint16;10;0 - 100;Voltage low;AI3 voltage low;Voltage low;Input signal lower limit;
113;HREG_AI4_VL;uint16;10;0 - 100;Voltage low;AI4 voltage low;Voltage low;Input signal lower limit;
114;HREG_AI5_VL;uint16;10;0 - 100;Voltage low;AI5 voltage low;Voltage low;Input signal lower limit;
115;HREG_AI6_VL;uint16;10;0 - 100;Voltage low;AI6 voltage low;Voltage low;Input signal lower limit;
116;HREG_AI1_VH;uint16;10;0 - 100;Voltage high;AI1 voltage high;Voltage high;Input signal upper limit;
117;HREG_AI2_VH;uint16;10;0 - 100;Voltage high;AI2 voltage high;Voltage high;Input signal upper limit;
118;HREG_AI3_VH;uint16;10;0 - 100;Voltage high;AI3 voltage high;Voltage high;Input signal upper limit;
119;HREG_AI4_VH;uint16;10;0 - 100;Voltage high;AI4 voltage high;Voltage high;Input signal upper limit;
120;HREG_AI5_VH;uint16;10;0 - 100;Voltage high;AI5 voltage high;Voltage high;Input signal upper limit;
121;HREG_AI6_VH;uint16;10;0 - 100;Voltage high;AI6 voltage high;Voltage high;Input signal upper limit;
122;HREG_AI1_RL;int16;1;;Result low;AI1 output value from voltage low;Voltage low, effect;Result of input signal equivalent to Voltage low value;
123;HREG_AI2_RL;int16;1;;Result low;AI2 output value from voltage low;Voltage low, effect;Result of input signal equivalent to Voltage low value;
124;HREG_AI3_RL;int16;1;;Result low;AI3 output value from voltage low;Voltage low, effect;Result of input signal equivalent to Voltage low value;
125;HREG_AI4_RL;int16;1;;Result low;AI4 output value from voltage low;Voltage low, effect;Result of input signal equivalent to Voltage low value;
126;HREG_AI5_RL;int16;1;;Result low;AI5 output value from voltage low;Voltage low, effect;Result of input signal equivalent to Voltage low value;
127;HREG_AI6_RL;int16;1;;Result low;AI6 output value from voltage low;Voltage low, effect;Result of input signal equivalent to Voltage low value;
128;HREG_AI1_RH;int16;1;;Result high;AI1 output value from voltage high;Voltage high, effect;Result of input signal equivalent to Voltage high value;
129;HREG_AI2_RH;int16;1;;Result high;AI2 output value from voltage high;Voltage high, effect;Result of input signal equivalent to Voltage high value;
130;HREG_AI3_RH;int16;1;;Result high;AI3 output value from voltage high;Voltage high, effect;Result of input signal equivalent to Voltage high value;
131;HREG_AI4_RH;int16;1;;Result high;AI4 output value from voltage high;Voltage high, effect;Result of input signal equivalent to Voltage high value;
132;HREG_AI5_RH;int16;1;;Result high;AI5 output value from voltage high;Voltage high, effect;Result of input signal equivalent to Voltage high value;
133;HREG_AI6_RH;int16;1;;Result high;AI6 output value from voltage high;Voltage high, effect;Result of input signal equivalent to Voltage high value;
134;HREG_TE01_24H_AVG;int16;10;;Average outside temperature;24-hour outside temperature average;;;
135;HREG_T_SETPOINT;int16;10;0 - 500;Supply air setpoint;The desired setpoint set by the user.;Supply air setpoint;Desired setpoint set by the user;
136;Reserved;;;;;Reserved;;;
137;HREG_TE01_SUMMER_WINTER_THRESHOLD;int16;10;-250;Summer/Winter threshold;Summer/Winter season 24-hour average outside temperature threshold value;Summer/winter threshold temperature;"Outside air 24h average temperature; in summer mode extract air 48h average humidity, in winter mode a fixed \%RH threshold";
138;Reserved;;;;;Reserved;;;
139;Reserved;;;;;Reserved;;;
140;Reserved;;;;;Reserved;;;
141;Reserved;;;;;Reserved;;;
142;Reserved;;;;;Reserved;;;
143;Reserved;;;;;Reserved;;;
144;Reserved;;;;;Reserved;;;
145;Reserved;;;;;Reserved;;;
146;Reserved;;;;;Reserved;;;
147;Reserved;;;;;Reserved;;;
148;Reserved;;;;;Reserved;;;
149;Reserved;;;;;Reserved;;;
150;Reserved;;;;;Reserved;;;
151;Reserved;;;;;Reserved;;;
152;Reserved;;;;;Reserved;;;
153;Reserved;;;;;Reserved;;;
154;Reserved;;;;;Reserved;;;
155;Reserved;;;;;Reserved;;;
156;Reserved;;;;;Reserved;;;
157;Reserved;;;;;Reserved;;;
158;Reserved;;;;;Reserved;;;
159;Reserved;;;;;Reserved;;;
160;Reserved;;;;;Reserved;;;
161;Reserved;;;;;Reserved;;;
162;Reserved;;;;;Reserved;;;
163;Reserved;;;;;Reserved;;;
164;Reserved;;;;;Reserved;;;
165;Reserved;;;;;Reserved;;;
166;Reserved;;;;;Reserved;;;
167;Reserved;;;;;Reserved;;;
168;Reserved;;;;;Reserved;;;
169;Reserved;;;;;Reserved;;;
170;Reserved;;;;;Reserved;;;
171;Reserved;;;;;Reserved;;;
172;HREG_TEMP_DECREASE_VAL;int16;10;0 - 150;Temperature decrease;The amount of degrees the temperature should be lowered then temperature decrease function is on.;Temperature decrease;Number of degrees, under which the temperature should be maintained when temperature decrease function is on;Low limit can be negative to enable temperature increase function.
173;Reserved;;;;;Reserved;;;
174;Reserved;;;;;Reserved;;;
175;Reserved;;;;;Reserved;;;
176;Reserved;;;;;Reserved;;;
177;Reserved;;;;;Reserved;;;
178;Reserved;;;;;Reserved;;;
179;Reserved;;;;;Reserved;;;
180;Reserved;;;;;Reserved;;;
181;Reserved;;;;;Reserved;;;
182;Reserved;;;;;Reserved;;;
183;Reserved;;;;;Reserved;;;
184;Reserved;;;;;Reserved;;;
185;Reserved;;;;;Reserved;;;
186;Reserved;;;;;Reserved;;;
187;Reserved;;;;;Reserved;;;
188;Reserved;;;;;Reserved;;;
189;Reserved;;;;;Reserved;;;
190;Reserved;;;;;Reserved;;;
191;Reserved;;;;;Reserved;;;
192;Reserved;;;;;Reserved;;;
193;Reserved;;;;;Reserved;;;
194;Reserved;;;;;Reserved;;;
195;Reserved;;;;;Reserved;;;
196;Reserved;;;;;Reserved;;;
197;Reserved;;;;;Reserved;;;
198;Reserved;;;;;Reserved;;;
199;Reserved;;;;;Reserved;;;
200;Reserved;;;;;Reserved;;;
201;Reserved;;;;;Reserved;;;
202;Reserved;;;;;Reserved;;;
203;Reserved;;;;;Reserved;;;
204;Reserved;;;;;Reserved;;;
205;Reserved;;;;;Reserved;;;
206;Reserved;;;;;Reserved;;;
207;Reserved;;;;;Reserved;;;
208;Reserved;;;;;Reserved;;;
209;Reserved;;;;;Reserved;;;
210;HREG_DAY_WC1;bitfield;1;;Week timer slot #1;Week timer 1 Days when allowed. ;Days;;Bit 0: Sunday … Bit 6: Saturday
211;HREG_STA_HOUR_WC1;uint16;1;;;Week timer 1 Start h;WC1 Start h;WC1 Start h;
212;HREG_STA_MIN_WC1;uint16;1;;;Week timer 1 Start m;WC1 Start m;WC1 Start m;
213;HREG_STO_HOUR_WC1;uint16;1;;;Week timer 1 Stop h;WC1 Stop h;WC1 Stop h;
214;HREG_STO_MIN_WC1;uint16;1;;;Week timer 1 Stop m;WC1 Stop m;WC1 Stop m;
215;HREG_WC1;enumeration;1;;;Week timer 1 Function;WC1 Function;WC1 Function;#define TIMER_PROGRAM_OFF 0 #define TIMER_AWAY        1 #define TIMER_AWAY_LONG   2 #define TIMER_HEAT_DIS    3 #define TIMER_COOL_DIS    4 #define TIMER_TEMP_DECR   5 #define TIMER_MAX_H       6 #define TIMER_MAX_C       7 #define TIMER_RELAY       16 #define TIMER_BOOST       17 /* Circulation air state change time program (Pallas) */ #define TIMER_CLOSED_CIRCULATION 18 /* This time program function is relevant in OFFICE program variant (use  * method) and it means that the machine should be running (instead of  * being in STOP state). */ #define TIMER_RUNTIME     30 
216;HREG_DAY_WC2;bitfield;1;;Week timer slot #2;Week timer 2 Days when allowed. ;Days;Days;
217;HREG_STA_HOUR_WC2;uint16;1;;;Week timer 2 Start h;WC1 Start h;WC1 Start h;
218;HREG_STA_MIN_WC2;uint16;1;;;Week timer 2 Start m;WC1 Start m;WC1 Start m;
219;HREG_STO_HOUR_WC2;uint16;1;;;Week timer 2 Stop h;WC1 Stop h;WC1 Stop h;
220;HREG_STO_MIN_WC2;uint16;1;;;Week timer 2 Stop m;WC1 Stop m;WC1 Stop m;
221;HREG_WC2;enumeration;1;;;Week timer 2 Function;WC1 Function;WC1 Function;
222;HREG_DAY_WC3;bitfield;1;;Week timer slot #3;Week timer 3 Days when allowed. ;Days;Days;
223;HREG_STA_HOUR_WC3;uint16;1;;;Week timer 3 Start h;WC1 Start h;WC1 Start h;
224;HREG_STA_MIN_WC3;uint16;1;;;Week timer 3 Start m;WC1 Start m;WC1 Start m;
225;HREG_STO_HOUR_WC3;uint16;1;;;Week timer 3 Stop h;WC1 Stop h;;
226;HREG_STO_MIN_WC3;uint16;1;;;Week timer 3 Stop m;WC1 Stop m;WC1 Stop m;
227;HREG_WC3;enumeration;1;;;Week timer 3 Function;WC1 Function;WC1 Function;
228;HREG_DAY_WC4;bitfield;1;;Week timer slot #4;Week timer 4 Days when allowed. ;Days;Days;
229;HREG_STA_HOUR_WC4;uint16;1;;;Week timer 4 Start h;WC1 Start h;WC1 Start h;
230;HREG_STA_MIN_WC4;uint16;1;;;Week timer 4 Start m;WC1 Start m;WC1 Start m;
231;HREG_STO_HOUR_WC4;uint16;1;;;Week timer 4 Stop h;WC1 Stop h;WC1 Stop h;
232;HREG_STO_MIN_WC4;uint16;1;;;Week timer 4 Stop m;WC1 Stop m;WC1 Stop m;
233;HREG_WC4;uint16;1;;;Week timer 4 Function;;;
234;HREG_DAY_WC5;bitfield;1;;Week timer slot #5;Week timer 5 Days when allowed. ;Days;Days;
235;HREG_STA_HOUR_WC5;uint16;1;;;Week timer 5 Start h;WC1 Start h;WC1 Start h;
236;HREG_STA_MIN_WC5;uint16;1;;;Week timer 5 Start m;WC1 Start m;WC1 Start m;
237;HREG_STO_HOUR_WC5;uint16;1;;;Week timer 5 Stop h;WC1 Stop h;WC1 Stop h;
238;HREG_STO_MIN_WC5;uint16;1;;;Week timer 5 Stop m;WC1 Stop m;WC1 Stop m;
239;HREG_WC5;uint16;1;;;Week timer 5 Function;;;
240;HREG_DAY_WC6;bitfield;1;;Week timer slot #6;Week timer 6 Days when allowed. ;Days;Days;
241;HREG_STA_HOUR_WC6;uint16;1;;;Week timer 6 Start h;WC1 Start h;WC1 Start h;
242;HREG_STA_MIN_WC6;uint16;1;;;Week timer 6 Start m;;;
243;HREG_STO_HOUR_WC6;uint16;1;;;Week timer 6 Stop h;;;
244;HREG_STO_MIN_WC6;uint16;1;;;Week timer 6 Stop m;;;
245;HREG_WC6;uint16;1;;;Week timer 6 Function;;;
246;HREG_DAY_WC7;bitfield;1;;Week timer slot #7;Week timer 7 Days when allowed. ;Days;Days;
247;HREG_STA_HOUR_WC7;uint16;1;;;Week timer 7 Start h;WC1 Start h;WC1 Start h;
248;HREG_STA_MIN_WC7;uint16;1;;;Week timer 7 Start m;;;
249;HREG_STO_HOUR_WC7;uint16;1;;;Week timer 7 Stop h;;;
250;HREG_STO_MIN_WC7;uint16;1;;;Week timer 7 Stop m;;;
251;HREG_WC7;uint16;1;undefined;;Week timer 7 Function;;;
252;HREG_DAY_WC8;bitfield;1;;Week timer slot #8;Week timer 8 Days when allowed. ;Days;Days;
253;HREG_STA_HOUR_WC8;uint16;1;;;Week timer 8 Start h;WC1 Start h;WC1 Start h;
254;HREG_STA_MIN_WC8;uint16;1;;;Week timer 8 Start m;;;
255;HREG_STO_HOUR_WC8;uint16;1;;;Week timer 8 Stop h;;;
256;HREG_STO_MIN_WC8;uint16;1;;;Week timer 8 Stop m;;;
257;HREG_WC8;uint16;1;undefined;;Week timer 8 Function;;;
258;HREG_DAY_WC9;bitfield;1;;Week timer slot #9;Week timer 9 Days when allowed. ;Days;Days;
259;HREG_STA_HOUR_WC9;uint16;1;;;Week timer 9 Start h;;;
260;HREG_STA_MIN_WC9;uint16;1;;;Week timer 9 Start m;;;
261;HREG_STO_HOUR_WC9;uint16;1;;;Week timer 9 Stop h;;;
262;HREG_STO_MIN_WC9;uint16;1;;;Week timer 9 Stop m;;;
263;HREG_WC9;uint16;1;;;Week timer 9 Function;;;
264;HREG_DAY_WC10;bitfield;1;;Week timer slot #10;Week timer 10 Days when allowed. ;Days;Days;
265;HREG_STA_HOUR_WC10;uint16;1;;;Week timer 10 Start h;;;
266;HREG_STA_MIN_WC10;uint16;1;;;Week timer 10 Start m;;;
267;HREG_STO_HOUR_WC10;uint16;1;;;Week timer 10 Stop h;;;
268;HREG_STO_MIN_WC10;uint16;1;;;Week timer 10 Stop m;;;
269;HREG_WC10;uint16;1;;;Week timer 10 Function;;;
270;HREG_DAY_WC11;bitfield;1;;Week timer slot #11;Week timer 11 Days when allowed. ;Days;Days;
271;HREG_STA_HOUR_WC11;uint16;1;;;Week timer 11 Start h;;;
272;HREG_STA_MIN_WC11;uint16;1;;;Week timer 11 Start m;;;
273;HREG_STO_HOUR_WC11;uint16;1;;;Week timer 11 Stop h;;;
274;HREG_STO_MIN_WC11;uint16;1;;;Week timer 11 Stop m;;;
275;HREG_WC11;uint16;1;;;Week timer 11 Function;;;
276;HREG_DAY_WC12;bitfield;1;;Week timer slot #12;Week timer 12 Days when allowed. ;Days;Days;
277;HREG_STA_HOUR_WC12;uint16;1;;;Week timer 12 Start h;;;
278;HREG_STA_MIN_WC12;uint16;1;;;Week timer 12 Start m;;;
279;HREG_STO_HOUR_WC12;uint16;1;;;Week timer 12 Stop h;;;
280;HREG_STO_MIN_WC12;uint16;1;;;Week timer 12 Stop m;;;
281;HREG_WC12;uint16;1;;;Week timer 12 Function;;;
282;HREG_DAY_WC13;bitfield;1;;Week timer slot #13;Week timer 13 Days when allowed. ;Days;Days;
283;HREG_STA_HOUR_WC13;uint16;1;;;Week timer 13 Start h;;;
284;HREG_STA_MIN_WC13;uint16;1;;;Week timer 13 Start m;;;
285;HREG_STO_HOUR_WC13;uint16;1;;;Week timer 13 Stop h;;;
286;HREG_STO_MIN_WC13;uint16;1;;;Week timer 13 Stop m;;;
287;HREG_WC13;uint16;1;;;Week timer 13 Function;;;
288;HREG_DAY_WC14;bitfield;1;;Week timer slot #14;Week timer 14 Days when allowed. ;Days;Days;
289;HREG_STA_HOUR_WC14;uint16;1;;;Week timer 14 Start h;;;
290;HREG_STA_MIN_WC14;uint16;1;;;Week timer 14 Start m;;;
291;HREG_STO_HOUR_WC14;uint16;1;;;Week timer 14 Stop h;;;
292;HREG_STO_MIN_WC14;uint16;1;;;Week timer 14 Stop m;;;
293;HREG_WC14;uint16;1;;;Week timer 14 Function;;;
294;HREG_DAY_WC15;bitfield;1;;Week timer slot #15;Week timer 15 Days when allowed. ;Days;Days;
295;HREG_STA_HOUR_WC15;uint16;1;;;Week timer 15 Start h;;;
296;HREG_STA_MIN_WC15;uint16;1;;;Week timer 15 Start m;;;
297;HREG_STO_HOUR_WC15;uint16;1;;;Week timer 15 Stop h;;;
298;HREG_STO_MIN_WC15;uint16;1;;;Week timer 15 Stop m;;;
299;HREG_WC15;uint16;1;;;Week timer 15 Function;;;
300;HREG_DAY_WC16;bitfield;1;;Week timer slot #16;Week timer 16 Days when allowed. ;Days;Days;
301;HREG_STA_HOUR_WC16;uint16;1;;;Week timer 16 Start h;;;
302;HREG_STA_MIN_WC16;uint16;1;;;Week timer 16 Start m;;;
303;HREG_STO_HOUR_WC16;uint16;1;;;Week timer 16 Stop h;;;
304;HREG_STO_MIN_WC16;uint16;1;;;Week timer 16 Stop m;;;
305;HREG_WC16;uint16;1;;;Week timer 16 Function;;;
306;HREG_DAY_WC17;bitfield;1;;Week timer slot #17;Week timer 17 Days when allowed. ;Days;Days;
307;HREG_STA_HOUR_WC17;uint16;1;;;Week timer 17 Start h;;;
308;HREG_STA_MIN_WC17;uint16;1;;;Week timer 17 Start m;;;
309;HREG_STO_HOUR_WC17;uint16;1;;;Week timer 17 Stop h;;;
310;HREG_STO_MIN_WC17;uint16;1;;;Week timer 17 Stop m;;;
311;HREG_WC17;uint16;1;;;Week timer 17 Function;;;
312;HREG_DAY_WC18;bitfield;1;;Week timer slot #18;Week timer 18 Days when allowed. ;Days;Days;
313;HREG_STA_HOUR_WC18;uint16;1;;;Week timer 18 Start h;;;
314;HREG_STA_MIN_WC18;uint16;1;;;Week timer 18 Start m;;;
315;HREG_STO_HOUR_WC18;uint16;1;;;Week timer 18 Stop h;;;
316;HREG_STO_MIN_WC18;uint16;1;;;Week timer 18 Stop m;;;
317;HREG_WC18;uint16;1;;;Week timer 18 Function;;;
318;HREG_DAY_WC19;bitfield;1;;Week timer slot #19;Week timer 19 Days when allowed. ;Days;Days;
319;HREG_STA_HOUR_WC19;uint16;1;;;Week timer 19 Start h;;;
320;HREG_STA_MIN_WC19;uint16;1;;;Week timer 19 Start m;;;
321;HREG_STO_HOUR_WC19;uint16;1;;;Week timer 19 Stop h;;;
322;HREG_STO_MIN_WC19;uint16;1;;;Week timer 19 Stop m;;;
323;HREG_WC19;uint16;1;;;Week timer 19 Function;;;
324;HREG_DAY_WC20;bitfield;1;;Week timer slot #20;Week timer 20 Days when allowed. ;Days;Days;
325;HREG_STA_HOUR_WC20;uint16;1;;;Week timer 20 Start h;;;
326;HREG_STA_MIN_WC20;uint16;1;;;Week timer 20 Start m;;;
327;HREG_STO_HOUR_WC20;uint16;1;;;Week timer 20 Stop h;;;
